fecha,temp_media,hum_media,rad_media,pres_media,precip_total,viento_media,n_registros
2020-03-30,25.0,95.12,15.74,1005.4,51.98,7.61,24
2020-03-31,25.91,88.2,16.54,1006.28,55.71,7.72,24
2020-04-01,25.18,89.02,18.07,1009.66,51.27,7.25,24
2020-04-02,25.19,92.45,15.05,1005.64,51.35,7.37,24
2020-04-03,26.27,96.26,13.83,1003.76,52.04,7.51,24
2020-04-04,26.3,88.08,13.15,1004.23,51.44,7.37,24
2020-04-05,24.92,94.08,13.83,1007.04,55.42,7.52,24
2020-04-06,25.78,92.81,15.73,1008.63,29.05,7.38,24
2020-04-07,25.25,90.85,17.04,1008.47,28.71,7.16,24
2020-04-08,24.84,96.12,16.05,1010.61,27.7,7.28,24
2020-04-09,24.37,90.35,15.79,1004.6,26.99,7.62,24
2020-04-10,25.49,91.03,14.72,1009.33,28.31,7.82,24
2020-04-11,25.67,96.61,15.64,1010.98,28.88,7.74,24
2020-04-12,26.86,90.75,16.92,1006.59,28.9,7.73,24
2020-04-13,26.54,91.36,16.7,1006.52,49.53,7.32,24
2020-04-14,26.31,87.97,17.46,1006.05,50.61,7.58,24
2020-04-15,26.04,87.95,14.67,1005.89,51.34,7.18,24
2020-04-16,26.14,93.9,16.42,1006.58,52.23,7.05,24
2020-04-17,25.28,88.68,14.67,1009.59,51.85,7.72,24
2020-04-18,26.62,95.34,12.77,1010.23,51.29,7.0,24
2020-04-19,26.42,93.17,16.66,1006.85,48.55,7.02,24
2020-04-20,26.25,93.52,16.4,1011.77,28.01,7.23,24
2020-04-21,24.83,94.88,15.3,1008.63,29.07,7.77,24
2020-04-22,26.22,92.79,14.16,1011.53,26.32,7.62,24
2020-04-23,26.82,93.14,11.72,1008.42,26.2,7.13,24
2020-04-24,24.66,90.95,14.71,1008.92,27.81,7.33,24
2020-04-25,25.84,96.07,16.06,1009.07,27.42,7.66,24
2020-04-26,26.52,92.43,14.51,1013.65,26.76,7.29,24
2020-04-27,28.28,86.54,14.46,1011.03,4.99,6.47,24
2020-04-28,28.01,87.31,13.09,1008.32,4.72,6.7,24
2020-04-29,27.11,88.32,14.36,1011.2,4.62,6.26,24
2020-04-30,26.03,86.3,17.57,1009.23,5.01,6.54,24
2020-05-01,27.93,84.64,14.18,1008.79,4.92,6.52,24
2020-05-02,27.41,88.11,15.97,1011.12,5.29,6.57,24
2020-05-03,28.12,85.2,13.97,1009.72,4.99,6.41,24
2020-05-04,26.82,90.96,14.85,1010.04,6.58,6.35,24
2020-05-05,26.88,87.16,14.9,1009.66,6.81,6.73,24
2020-05-06,28.58,84.02,14.42,1009.78,6.6,6.5,24
2020-05-07,28.01,89.76,15.19,1010.23,6.14,6.06,24
2020-05-08,27.46,90.43,14.28,1006.31,6.21,6.58,24
2020-05-09,26.19,90.47,16.26,1010.62,6.79,6.69,24
2020-05-10,26.24,83.5,13.85,1007.92,6.26,6.21,24
2020-05-11,26.09,89.64,10.86,1006.65,17.06,6.32,24
2020-05-12,28.41,85.69,16.07,1008.55,17.25,6.91,24
2020-05-13,27.55,89.27,12.61,1008.87,16.88,6.31,24
2020-05-14,26.78,85.64,13.66,1007.68,17.32,6.65,24
2020-05-15,28.34,87.38,14.26,1009.95,16.81,6.74,24
2020-05-16,27.24,83.57,14.75,1006.46,17.51,6.31,24
2020-05-17,26.99,83.89,15.93,1007.97,16.68,6.62,24
2020-05-18,28.15,88.89,14.06,1007.15,25.84,6.78,24
2020-05-19,26.61,83.7,16.9,1008.29,25.12,6.5,24
2020-05-20,27.13,88.76,10.49,1008.52,25.24,6.87,24
2020-05-21,26.65,87.16,16.63,1006.6,24.85,6.6,24
2020-05-22,26.34,88.47,14.54,1009.24,25.11,6.41,24
2020-05-23,26.23,83.96,15.48,1008.39,23.27,6.56,24
2020-05-24,28.19,91.29,12.96,1005.02,23.67,6.7,24
2020-05-25,26.86,81.57,11.29,1005.61,12.54,6.42,24
2020-05-26,27.22,83.06,11.24,1008.58,12.48,6.34,24
2020-05-27,26.63,83.79,10.69,1008.43,13.0,6.59,24
2020-05-28,27.16,81.72,10.99,1008.43,12.42,6.42,24
2020-05-29,26.58,85.86,10.2,1008.7,12.04,6.09,24
2020-05-30,27.04,84.35,13.45,1008.95,13.12,6.02,24
2020-05-31,26.97,83.54,8.97,1010.18,12.67,6.12,24
2020-06-01,24.75,75.6,9.84,1007.44,6.41,5.85,24
2020-06-02,25.54,77.24,13.86,1007.22,6.39,6.05,24
2020-06-03,26.11,76.26,9.54,1007.24,6.48,5.95,24
2020-06-04,25.59,78.0,13.78,1009.62,6.3,5.92,24
2020-06-05,25.14,79.16,8.16,1011.04,6.82,5.85,24
2020-06-06,25.81,77.26,11.24,1008.33,6.07,6.09,24
2020-06-07,25.67,78.51,7.49,1004.91,6.05,6.26,24
2020-06-08,26.08,76.18,9.42,1006.43,0.98,6.18,24
2020-06-09,26.63,78.18,9.73,1007.88,0.52,5.82,24
2020-06-10,26.6,78.22,10.58,1008.25,0.73,5.63,24
2020-06-11,24.62,78.3,11.73,1008.58,0.64,5.98,24
2020-06-12,25.15,73.1,8.13,1009.18,1.0,5.95,24
2020-06-13,26.27,77.98,11.04,1008.66,0.87,6.26,24
2020-06-14,26.11,77.18,8.94,1010.66,0.6,5.71,24
2020-06-15,26.06,72.18,10.69,1007.8,0.86,6.28,24
2020-06-16,26.26,74.63,9.5,1007.58,0.75,5.91,24
2020-06-17,24.74,72.97,6.34,1009.83,0.83,6.22,24
2020-06-18,25.14,71.78,10.41,1006.47,1.17,5.78,24
2020-06-19,26.45,73.56,7.65,1009.48,0.88,5.92,24
2020-06-20,25.77,73.71,10.73,1008.95,1.11,6.29,24
2020-06-21,25.27,73.22,11.38,1008.59,1.08,5.82,24
2020-06-22,24.52,74.95,11.43,1011.35,3.01,6.03,24
2020-06-23,24.79,74.56,12.18,1007.85,3.09,5.84,24
2020-06-24,25.93,75.49,12.21,1011.79,2.82,6.29,24
2020-06-25,26.66,74.71,8.23,1008.11,3.03,6.35,24
2020-06-26,24.45,79.01,5.68,1006.58,3.07,5.74,24
2020-06-27,24.7,72.64,11.34,1008.86,3.35,5.44,24
2020-06-28,25.62,72.46,13.11,1006.82,3.13,6.14,24
2020-06-29,25.13,54.34,13.61,1005.12,37.44,5.84,24
2020-06-30,24.58,53.88,13.89,1007.24,37.16,5.94,24
2020-07-01,24.5,52.87,9.27,1007.18,39.45,5.66,24
2020-07-02,24.42,52.81,8.75,1005.53,37.98,5.95,24
2020-07-03,25.33,50.94,11.15,1007.86,38.11,6.08,24
2020-07-04,25.3,50.62,10.66,1008.09,36.54,5.93,24
2020-07-05,25.44,50.78,13.17,1008.7,36.6,5.41,24
2020-07-06,24.72,51.61,11.15,1009.13,2.02,5.56,24
2020-07-07,25.92,54.31,12.13,1010.46,2.41,5.83,24
2020-07-08,25.18,51.63,10.32,1005.27,1.7,5.8,24
2020-07-09,24.03,51.8,12.74,1007.74,1.95,5.41,24
2020-07-10,25.52,52.92,9.45,1006.78,2.09,5.81,24
2020-07-11,25.84,54.62,9.45,1008.47,1.87,5.94,24
2020-07-12,23.68,50.6,10.71,1007.38,1.92,5.5,24
2020-07-13,23.62,54.55,13.27,1007.92,3.81,5.45,24
2020-07-14,23.94,53.66,13.22,1011.25,4.02,5.89,24
2020-07-15,23.7,50.48,8.89,1007.87,3.7,5.5,24
2020-07-16,25.21,54.19,13.34,1008.51,3.8,5.5,24
2020-07-17,25.15,52.73,7.13,1007.66,3.59,5.66,24
2020-07-18,23.79,52.94,8.2,1008.31,3.84,5.67,24
2020-07-19,25.41,53.24,11.95,1007.87,3.42,5.43,24
2020-07-20,25.67,50.11,11.03,1008.58,0.28,5.87,24
2020-07-21,24.95,50.56,10.49,1009.95,0.59,5.51,24
2020-07-22,24.59,51.35,10.14,1010.63,0.45,5.31,24
2020-07-23,25.72,54.23,10.84,1008.32,0.34,5.38,24
2020-07-24,23.99,49.89,12.09,1008.96,0.88,5.85,24
2020-07-25,23.99,54.38,13.56,1006.19,0.45,5.47,24
2020-07-26,24.75,51.59,13.84,1007.84,0.38,5.81,24
2020-07-27,23.52,40.23,10.88,1009.48,0.63,6.12,24
2020-07-28,23.84,40.2,8.43,1009.29,0.56,6.34,24
2020-07-29,25.96,40.2,10.58,1008.11,0.54,6.89,24
2020-07-30,25.07,39.37,12.39,1009.23,0.63,6.15,24
2020-07-31,24.08,39.02,7.9,1008.55,0.89,6.24,24
2020-08-01,24.5,39.15,11.14,1009.7,0.32,6.23,24
2020-08-02,25.3,37.52,10.59,1008.14,0.45,6.32,24
2020-08-03,25.18,39.84,11.86,1007.09,0.49,6.2,24
2020-08-04,24.33,37.74,13.9,1008.49,0.54,6.94,24
2020-08-05,24.02,39.66,10.93,1003.09,0.69,6.18,24
2020-08-06,25.93,37.09,9.3,1007.97,0.31,6.32,24
2020-08-07,25.34,36.71,12.49,1001.61,0.4,6.49,24
2020-08-08,23.79,38.03,5.46,1004.76,0.72,6.72,24
2020-08-09,24.54,38.01,12.91,1008.42,0.26,6.18,24
2020-08-10,24.1,37.51,14.31,1008.4,0.43,6.13,24
2020-08-11,23.97,39.69,11.21,1005.93,0.71,6.34,24
2020-08-12,23.9,38.53,11.4,1006.52,0.44,6.18,24
2020-08-13,24.2,38.97,6.9,1009.8,0.29,6.51,24
2020-08-14,24.66,38.37,9.04,1006.67,0.48,6.17,24
2020-08-15,23.66,39.74,11.03,1011.16,0.67,6.36,24
2020-08-16,24.65,38.17,10.79,1007.32,0.46,6.39,24
2020-08-17,25.01,39.07,11.9,1007.9,0.46,6.59,24
2020-08-18,26.04,40.44,10.44,1009.75,0.56,6.26,24
2020-08-19,25.27,40.13,7.1,1007.37,0.37,6.11,24
2020-08-20,23.84,40.47,13.18,1005.82,0.57,6.11,24
2020-08-21,24.74,40.28,9.31,1007.07,0.56,6.24,24
2020-08-22,25.26,38.27,5.1,1007.23,0.24,6.39,24
2020-08-23,24.1,38.31,12.32,1005.17,0.3,6.23,24
2020-08-24,23.83,36.47,7.69,1006.91,0.54,6.38,24
2020-08-25,23.63,36.9,11.51,1006.05,0.63,6.88,24
2020-08-26,23.64,38.21,10.58,1008.78,0.42,6.32,24
2020-08-27,24.31,36.81,14.22,1007.39,0.47,6.29,24
2020-08-28,25.3,37.46,12.37,1006.64,0.57,6.78,24
2020-08-29,24.62,36.14,8.41,1006.96,0.46,6.78,24
2020-08-30,25.42,38.1,11.45,1007.48,0.39,6.72,24
2020-08-31,26.28,30.23,10.25,1008.0,0.46,6.83,24
2020-09-01,24.42,30.54,11.03,1005.63,0.41,6.96,24
2020-09-02,24.64,30.72,10.94,1005.42,0.55,6.84,24
2020-09-03,25.54,31.86,14.73,1008.81,0.69,7.47,24
2020-09-04,26.79,30.45,11.01,1006.08,0.49,6.79,24
2020-09-05,26.4,31.81,12.26,1004.57,0.63,7.42,24
2020-09-06,24.58,30.06,8.34,1007.73,0.34,7.22,24
2020-09-07,26.07,30.24,14.59,1007.83,0.64,7.1,24
2020-09-08,26.46,29.66,13.62,1004.33,0.53,7.01,24
2020-09-09,24.88,29.94,14.31,1007.39,0.33,6.52,24
2020-09-10,26.4,30.46,10.94,1008.1,0.36,6.8,24
2020-09-11,24.76,31.26,9.48,1007.45,0.43,6.76,24
2020-09-12,25.67,29.95,8.73,1007.97,0.63,6.68,24
2020-09-13,25.48,31.79,10.87,1004.57,0.35,7.0,24
2020-09-14,25.21,31.87,13.29,1007.37,0.63,7.46,24
2020-09-15,24.75,30.04,10.24,1006.38,0.5,6.97,24
2020-09-16,26.36,32.11,14.27,1005.97,0.49,7.16,24
2020-09-17,25.65,32.03,13.43,1008.09,0.38,7.47,24
2020-09-18,25.63,30.45,13.61,1009.16,0.5,7.29,24
2020-09-19,26.63,29.98,14.82,1009.72,0.24,6.65,24
2020-09-20,25.25,30.65,14.77,1008.94,0.56,6.86,24
2020-09-21,26.68,29.64,15.42,1006.5,0.33,6.71,24
2020-09-22,25.13,30.29,11.59,1007.35,0.42,7.14,24
2020-09-23,24.97,30.53,14.33,1007.99,0.43,6.58,24
2020-09-24,24.48,30.37,14.96,1007.04,0.63,7.13,24
2020-09-25,26.91,32.58,11.68,1006.86,0.74,6.84,24
2020-09-26,25.87,31.97,13.36,1008.23,0.45,6.89,24
2020-09-27,25.34,31.01,10.38,1006.58,0.43,6.69,24
2020-09-28,27.21,36.13,10.76,1005.44,0.55,8.57,24
2020-09-29,25.17,36.71,9.87,1005.98,0.65,7.93,24
2020-09-30,25.07,35.63,13.91,1007.78,0.32,8.75,24
2020-10-01,27.25,35.29,11.01,1006.52,0.27,8.25,24
2020-10-02,27.67,38.08,14.46,1007.08,0.52,8.8,24
2020-10-03,25.49,37.7,7.69,1007.92,0.45,8.32,24
2020-10-04,25.28,35.88,12.57,1006.22,0.74,8.7,24
2020-10-05,25.3,37.04,12.4,1008.0,0.68,8.01,24
2020-10-06,27.02,34.7,13.59,1007.26,0.81,8.58,24
2020-10-07,26.91,37.71,14.11,1004.66,0.56,8.15,24
2020-10-08,26.65,37.42,8.28,1009.01,0.39,8.54,24
2020-10-09,27.11,37.79,11.97,1005.67,0.6,8.72,24
2020-10-10,26.28,35.86,14.04,1004.1,0.3,8.62,24
2020-10-11,25.89,35.88,13.39,1005.02,0.32,8.12,24
2020-10-12,26.55,37.29,10.82,1005.24,0.5,8.76,24
2020-10-13,26.26,37.89,12.08,1007.06,0.57,8.43,24
2020-10-14,25.99,35.76,8.26,1006.38,0.51,9.09,24
2020-10-15,27.17,37.06,10.55,1006.13,0.55,8.33,24
2020-10-16,26.61,35.13,9.59,1007.7,0.39,8.61,24
2020-10-17,25.15,35.9,15.33,1007.56,0.37,8.71,24
2020-10-18,27.1,36.05,9.61,1007.26,0.36,8.68,24
2020-10-19,25.86,36.98,13.21,1007.53,0.96,8.21,24
2020-10-20,25.4,35.48,14.78,1007.9,0.99,8.42,24
2020-10-21,26.6,37.07,12.13,1003.43,1.2,8.47,24
2020-10-22,27.25,36.91,10.17,1006.15,0.9,8.54,24
2020-10-23,25.67,35.51,10.81,1003.45,1.07,8.52,24
2020-10-24,26.18,37.86,11.91,1006.92,1.41,8.43,24
2020-10-25,26.18,37.76,16.08,1006.88,1.13,8.87,24
2020-10-26,26.39,52.3,13.69,1008.49,0.28,9.42,24
2020-10-27,27.28,51.7,15.49,1008.81,0.33,9.4,24
2020-10-28,26.69,48.31,16.5,1007.39,0.42,8.9,24
2020-10-29,27.23,49.16,16.4,1006.03,0.6,9.4,24
2020-10-30,27.49,48.32,15.11,1007.73,0.37,9.12,24
2020-10-31,25.47,50.09,18.57,1006.28,0.46,9.44,24
2020-11-01,25.61,52.33,15.19,1007.04,0.5,8.79,24
2020-11-02,28.14,48.42,14.54,1008.43,0.54,9.17,24
2020-11-03,26.29,51.85,15.63,1006.12,0.48,8.52,24
2020-11-04,25.56,51.18,18.75,1008.26,0.52,8.92,24
2020-11-05,26.35,51.06,18.48,1008.03,0.28,8.97,24
2020-11-06,27.54,50.12,17.6,1005.56,0.57,8.68,24
2020-11-07,27.23,52.03,13.94,1008.71,0.45,8.8,24
2020-11-08,25.58,49.6,16.51,1008.29,0.62,8.91,24
2020-11-09,26.2,48.61,15.37,1007.38,0.71,9.31,24
2020-11-10,28.15,50.47,17.19,1005.79,0.44,8.78,24
2020-11-11,26.34,51.07,15.59,1005.74,0.49,9.37,24
2020-11-12,27.51,48.53,13.57,1006.24,0.36,9.56,24
2020-11-13,26.79,48.97,12.25,1008.04,0.44,8.82,24
2020-11-14,26.49,50.3,16.48,1005.64,0.47,8.86,24
2020-11-15,25.96,51.22,14.56,1007.91,0.63,8.89,24
2020-11-16,27.75,50.51,16.55,1005.26,0.79,9.39,24
2020-11-17,27.06,51.42,16.76,1006.83,0.92,9.2,24
2020-11-18,25.68,50.6,17.51,1007.69,0.75,8.61,24
2020-11-19,26.59,49.78,11.96,1011.32,0.71,8.55,24
2020-11-20,27.63,49.96,16.56,1005.16,0.7,9.15,24
2020-11-21,28.16,47.38,17.64,1009.66,0.97,8.41,24
2020-11-22,26.49,50.75,11.62,1007.55,0.87,8.71,24
2020-11-23,26.43,52.02,16.94,1007.97,0.42,9.12,24
2020-11-24,26.27,50.37,16.14,1007.57,0.39,9.47,24
2020-11-25,26.89,50.32,15.33,1008.18,0.54,9.41,24
2020-11-26,25.73,51.21,15.84,1007.27,0.36,8.83,24
2020-11-27,27.81,49.24,16.23,1009.83,0.36,9.53,24
2020-11-28,27.72,48.47,16.37,1006.76,0.37,9.06,24
2020-11-29,25.54,49.46,17.83,1009.39,0.38,8.7,24
2020-11-30,29.49,56.49,7.01,1005.91,5.52,9.64,24
2020-12-01,27.01,60.35,10.52,1007.34,5.17,8.99,24
2020-12-02,29.41,57.84,12.05,1005.38,5.24,9.39,24
2020-12-03,27.7,55.66,12.35,1008.07,5.17,9.55,24
2020-12-04,28.92,56.57,7.28,1009.6,5.34,9.22,24
2020-12-05,27.95,56.36,8.24,1007.07,5.4,9.07,24
2020-12-06,29.28,60.88,11.15,1006.79,5.34,9.93,24
2020-12-07,28.61,59.47,0.05,1005.5,2.64,9.67,24
2020-12-08,28.91,58.7,14.26,1007.16,2.79,9.37,24
2020-12-09,27.45,57.28,3.35,1005.29,2.6,9.16,24
2020-12-10,28.99,57.49,10.52,1006.09,2.9,9.03,24
2020-12-11,29.56,60.19,5.28,1007.89,2.85,9.63,24
2020-12-12,28.88,58.35,8.03,1009.96,2.88,9.39,24
2020-12-13,29.11,58.21,9.06,1012.13,2.74,9.43,24
2020-12-14,27.72,59.36,10.31,1006.95,0.39,9.33,24
2020-12-15,28.46,60.09,9.81,1009.95,0.68,9.33,24
2020-12-16,27.05,58.85,7.18,1008.48,0.47,9.42,24
2020-12-17,28.73,58.87,10.22,1007.61,0.54,9.03,24
2020-12-18,27.69,55.44,14.37,1008.74,0.31,9.27,24
2020-12-19,27.0,58.04,10.52,1008.32,0.26,9.33,24
2020-12-20,29.12,57.14,10.77,1008.22,0.6,10.05,24
2020-12-21,27.02,56.38,8.69,1006.84,12.57,9.23,24
2020-12-22,28.8,60.11,0.07,1004.98,13.06,9.5,24
2020-12-23,27.76,60.5,2.83,1004.89,12.95,9.11,24
2020-12-24,26.82,56.94,12.65,1008.67,12.97,9.06,24
2020-12-25,28.06,55.71,9.91,1007.09,12.72,8.93,24
2020-12-26,29.46,56.7,2.22,1006.42,13.05,9.29,24
2020-12-27,27.93,55.27,9.13,1007.4,13.19,9.36,24
2020-12-28,27.46,80.7,13.16,1008.24,26.02,9.8,24
2020-12-29,27.89,80.92,0.09,1007.09,26.09,9.16,24
2020-12-30,27.12,75.85,6.8,1006.05,25.93,10.02,24
2020-12-31,29.29,78.79,8.74,1008.54,26.57,10.05,24
2021-01-01,28.67,78.93,9.31,1009.39,26.75,10.1,24
2021-01-02,27.94,74.29,9.97,1007.54,26.87,9.63,24
2021-01-03,29.55,80.95,12.43,1008.3,25.89,10.13,24
2021-01-04,28.78,79.46,11.39,1008.18,40.06,9.76,24
2021-01-05,29.9,79.25,14.91,1007.96,36.56,9.85,24
2021-01-06,28.27,73.73,0.07,1007.28,36.38,9.46,24
2021-01-07,27.53,75.26,9.4,1007.3,38.49,9.96,24
2021-01-08,27.57,80.03,8.09,1007.13,38.9,9.41,24
2021-01-09,27.28,78.51,10.46,1004.66,38.49,9.83,24
2021-01-10,28.66,77.3,6.52,1007.33,40.05,9.28,24
2021-01-11,28.63,77.75,12.71,1002.87,60.44,9.94,24
2021-01-12,28.61,76.36,13.61,1003.57,63.29,9.66,24
2021-01-13,29.87,76.2,0.05,1006.88,61.79,9.39,24
2021-01-14,27.98,77.84,3.04,1006.51,60.65,9.18,24
2021-01-15,29.63,79.56,9.67,1007.05,65.42,9.65,24
2021-01-16,29.45,76.88,10.85,1004.42,66.25,9.97,24
2021-01-17,29.62,73.82,11.25,1003.1,63.48,9.37,24
2021-01-18,27.25,79.26,4.38,1004.67,66.97,9.35,24
2021-01-19,28.91,79.98,11.6,1004.94,67.18,9.75,24
2021-01-20,27.64,79.37,12.49,1005.3,64.23,9.77,24
2021-01-21,29.55,79.62,9.99,1006.64,68.19,9.61,24
2021-01-22,27.39,77.06,7.06,1004.51,66.74,9.97,24
2021-01-23,29.72,77.1,9.52,1005.65,63.12,10.01,24
2021-01-24,27.71,75.94,10.43,1003.71,66.1,9.51,24
2021-01-25,29.19,89.36,12.69,1005.93,63.69,9.24,24
2021-01-26,29.07,83.95,5.9,1005.26,62.75,8.55,24
2021-01-27,28.86,87.83,8.9,1004.01,64.62,9.31,24
2021-01-28,26.7,89.15,9.24,1005.17,62.61,8.68,24
2021-01-29,28.62,89.36,12.75,1005.18,63.19,8.83,24
2021-01-30,28.16,81.47,13.37,1004.88,63.75,8.86,24
2021-01-31,28.25,83.73,8.75,1008.42,60.48,8.74,24
2021-02-01,28.69,84.64,14.41,1007.45,28.53,9.45,24
2021-02-02,29.05,83.74,4.11,1007.25,27.02,9.36,24
2021-02-03,29.08,85.53,14.34,1004.37,26.57,9.38,24
2021-02-04,28.18,85.17,11.78,1006.29,27.54,9.07,24
2021-02-05,27.51,89.6,12.89,1007.33,27.84,9.39,24
2021-02-06,27.08,87.35,7.21,1006.88,28.5,8.94,24
2021-02-07,26.83,85.71,12.44,1010.06,28.57,9.36,24
2021-02-08,28.81,85.69,12.36,1006.67,41.49,9.68,24
2021-02-09,27.82,87.23,12.06,1009.09,40.27,9.49,24
2021-02-10,28.51,86.11,7.02,1007.18,40.45,8.81,24
2021-02-11,26.75,85.57,15.18,1007.27,40.24,8.75,24
2021-02-12,26.97,81.57,10.3,1007.12,42.2,9.29,24
2021-02-13,27.79,82.02,7.97,1007.19,41.17,8.84,24
2021-02-14,26.92,81.13,5.47,1010.01,42.01,9.68,24
2021-02-15,28.72,84.45,5.11,999.57,105.65,8.76,24
2021-02-16,27.23,83.2,11.1,1000.36,103.81,9.45,24
2021-02-17,28.42,87.32,11.87,1002.63,101.76,9.31,24
2021-02-18,27.06,83.52,9.32,1003.87,99.47,9.5,24
2021-02-19,29.3,81.3,11.86,1004.47,104.58,9.14,24
2021-02-20,29.07,82.7,13.78,1003.96,107.71,9.2,24
2021-02-21,28.68,86.59,9.49,1002.76,103.53,8.9,24
2021-02-22,27.24,93.68,13.34,1006.84,78.94,8.49,24
2021-02-23,26.15,93.05,16.92,1006.8,82.11,9.29,24
2021-02-24,25.49,90.36,16.88,1005.5,81.81,8.92,24
2021-02-25,26.72,92.54,17.01,1006.9,78.49,8.6,24
2021-02-26,25.84,87.42,15.17,1005.96,76.94,8.37,24
2021-02-27,27.02,94.4,16.51,1004.18,81.8,9.2,24
2021-02-28,26.26,88.39,17.28,1006.45,78.1,9.01,24
2021-03-01,25.47,88.61,18.4,1004.21,99.83,9.12,24
2021-03-02,25.04,93.18,15.04,1004.39,99.08,8.56,24
2021-03-03,25.8,93.19,18.51,1006.75,97.6,8.75,24
2021-03-04,27.63,90.37,16.76,1000.18,99.4,9.3,24
2021-03-05,26.56,90.06,15.35,1002.51,92.0,9.07,24
2021-03-06,26.12,91.77,16.1,1002.58,96.53,8.85,24
2021-03-07,27.15,92.85,16.7,1003.81,97.34,8.65,24
2021-03-08,25.81,89.22,17.5,1003.32,109.45,8.56,24
2021-03-09,27.32,90.42,16.6,1001.5,104.88,8.67,24
2021-03-10,25.72,94.76,18.74,1002.29,108.39,9.37,24
2021-03-11,25.59,89.38,19.11,1002.64,102.17,8.82,24
2021-03-12,27.33,88.72,14.07,1007.56,108.09,8.61,24
2021-03-13,26.88,90.11,17.52,1006.76,105.73,8.62,24
2021-03-14,26.67,89.17,12.39,1003.23,105.03,9.17,24
2021-03-15,25.33,92.9,16.47,1006.65,53.98,9.11,24
2021-03-16,27.12,95.76,17.18,1005.02,56.53,8.49,24
2021-03-17,26.15,88.5,15.96,1003.77,57.65,8.73,24
2021-03-18,25.94,88.93,15.04,1006.91,53.72,9.06,24
2021-03-19,27.13,89.19,16.5,1005.22,54.62,8.65,24
2021-03-20,25.45,93.74,12.81,1006.78,56.34,8.4,24
2021-03-21,25.37,87.61,16.25,1004.65,54.72,9.15,24
2021-03-22,25.11,91.3,13.44,1004.43,80.88,9.23,24
2021-03-23,25.39,93.8,17.09,1006.09,78.1,9.15,24
2021-03-24,26.49,95.44,12.83,1006.18,79.83,8.91,24
2021-03-25,24.98,91.17,18.47,1006.65,76.44,8.79,24
2021-03-26,26.47,92.85,15.63,1003.12,83.54,9.37,24
2021-03-27,25.97,92.55,16.69,1007.0,78.67,9.37,24
2021-03-28,27.46,94.83,16.35,1004.16,78.35,9.34,24
2021-03-29,25.42,97.01,14.9,1008.2,54.15,6.88,24
2021-03-30,24.77,95.49,13.56,1007.17,53.75,7.37,24
2021-03-31,24.4,88.37,14.81,1005.09,54.59,7.27,24
2021-04-01,25.34,90.15,11.75,1006.66,55.64,7.06,24
2021-04-02,25.66,95.47,15.1,1007.69,55.83,7.13,24
2021-04-03,24.81,92.97,14.58,1008.23,54.99,7.14,24
2021-04-04,24.61,91.39,13.84,1007.0,55.07,7.44,24
2021-04-05,26.83,88.9,18.36,1011.06,28.65,6.95,24
2021-04-06,25.92,94.64,13.64,1010.03,29.4,6.95,24
2021-04-07,25.45,90.69,16.33,1008.19,29.02,7.31,24
2021-04-08,26.82,95.77,15.75,1009.88,27.11,7.54,24
2021-04-09,26.04,96.63,14.53,1011.77,28.88,7.28,24
2021-04-10,26.57,88.37,15.02,1011.8,28.66,7.27,24
2021-04-11,25.0,93.21,16.34,1006.65,29.09,7.22,24
2021-04-12,26.71,93.04,17.56,1005.83,50.13,7.23,24
2021-04-13,26.36,89.66,15.89,1009.7,49.16,7.33,24
2021-04-14,26.33,92.02,15.88,1005.55,51.36,6.99,24
2021-04-15,25.59,92.51,15.85,1005.13,52.5,7.02,24
2021-04-16,25.57,87.78,15.86,1006.47,52.44,7.46,24
2021-04-17,24.98,90.46,16.41,1008.08,48.38,7.19,24
2021-04-18,26.63,87.81,17.49,1007.18,48.3,7.44,24
2021-04-19,26.2,96.19,14.58,1007.61,26.81,7.39,24
2021-04-20,25.5,90.43,14.51,1007.66,28.4,7.16,24
2021-04-21,24.84,96.8,15.22,1007.61,26.54,7.47,24
2021-04-22,24.65,92.54,15.66,1007.37,28.67,7.0,24
2021-04-23,26.75,94.71,13.92,1012.21,29.08,7.29,24
2021-04-24,25.42,88.15,15.29,1009.09,26.81,7.02,24
2021-04-25,26.36,92.17,13.56,1010.11,26.59,7.1,24
2021-04-26,27.6,89.71,16.46,1008.98,4.97,6.96,24
2021-04-27,27.58,86.16,15.01,1009.44,4.81,6.49,24
2021-04-28,26.07,83.76,12.53,1008.85,4.79,6.42,24
2021-04-29,27.03,87.15,14.17,1005.5,5.18,6.35,24
2021-04-30,26.31,86.43,17.57,1007.53,5.15,6.32,24
2021-05-01,26.2,87.48,12.68,1006.83,4.93,6.42,24
2021-05-02,27.84,89.94,13.65,1006.09,5.37,6.3,24
2021-05-03,28.42,86.12,16.32,1007.74,6.18,6.8,24
2021-05-04,27.88,88.73,17.16,1011.66,6.32,6.45,24
2021-05-05,26.58,85.31,11.71,1009.49,6.72,6.6,24
2021-05-06,27.92,84.06,15.66,1011.59,6.18,6.77,24
2021-05-07,27.1,85.26,12.98,1010.14,6.6,6.35,24
2021-05-08,26.23,87.18,14.42,1010.94,6.51,6.7,24
2021-05-09,27.63,89.52,15.08,1007.96,6.04,6.35,24
2021-05-10,27.55,84.0,12.26,1009.63,16.31,6.78,24
2021-05-11,28.44,82.6,14.12,1009.92,17.7,6.36,24
2021-05-12,26.4,87.43,14.16,1007.92,17.02,6.31,24
2021-05-13,26.61,90.24,16.18,1009.89,17.14,6.57,24
